Country,Admin1,Admin2,ISO3,Admin2 Pcode,Admin1 Pcode,Month,Year,Events,Fatalities
Nigeria,Abia,Isiala Ngwa South,NGA,NG001006,NG00,January,1997,0,0
Nigeria,Adamawa,Mayo-Belwa,NGA,NG002012,NG00,January,1997,0,0
Nigeria,Adamawa,Shelleng,NGA,NG002017,NG00,January,1997,0,0
Nigeria,Adamawa,Yola-South,NGA,NG002020,NG00,January,1997,0,0
Nigeria,Akwa Ibom,Ibeno,NGA,NG003008,NG00,January,1997,0,0
Nigeria,Akwa Ibom,Nsit Ubium,NGA,NG003021,NG00,January,1997,0,0
Nigeria,Akwa Ibom,Okobo,NGA,NG003023,NG00,January,1997,0,0
Nigeria,Akwa Ibom,Onna,NGA,NG003024,NG00,January,1997,0,0
Nigeria,Akwa Ibom,Oruk Anam,NGA,NG003026,NG00,January,1997,0,0
Nigeria,Anambra,Awka North,NGA,NG004005,NG00,January,1997,0,0
Nigeria,Anambra,Awka South,NGA,NG004006,NG00,January,1997,0,0
Nigeria,Anambra,Ihiala,NGA,NG004012,NG00,January,1997,0,0
Nigeria,Bauchi,Darazo,NGA,NG005005,NG00,January,1997,0,0
Nigeria,Bauchi,Kirfi,NGA,NG005013,NG00,January,1997,0,0
Nigeria,Bayelsa,Brass,NGA,NG006001,NG00,January,1997,0,0
Nigeria,Benue,Gboko,NGA,NG007005,NG00,January,1997,0,0
Nigeria,Benue,Logo,NGA,NG007012,NG00,January,1997,0,0
Nigeria,Benue,Ushongo,NGA,NG007022,NG00,January,1997,0,0
Nigeria,Borno,Bama,NGA,NG008003,NG00,January,1997,0,0
Nigeria,Borno,Dikwa,NGA,NG008008,NG00,January,1997,0,0
Nigeria,Borno,Gwoza,NGA,NG008011,NG00,January,1997,0,0
Nigeria,Borno,Hawul,NGA,NG008012,NG00,January,1997,0,0
Nigeria,Borno,Shani,NGA,NG008027,NG00,January,1997,0,0
Nigeria,Cross River,Calabar South,NGA,NG009009,NG00,January,1997,0,0
Nigeria,Cross River,Ikom,NGA,NG009012,NG00,January,1997,0,0
Nigeria,Cross River,Obubra,NGA,NG009014,NG00,January,1997,0,0
Nigeria,Cross River,Obudu,NGA,NG009015,NG00,January,1997,0,0
Nigeria,Delta,Ika South,NGA,NG010008,NG01,January,1997,0,0
Nigeria,Delta,Isoko South,NGA,NG010010,NG01,January,1997,0,0
Nigeria,Delta,Oshimili South,NGA,NG010015,NG01,January,1997,0,0
Nigeria,Delta,Patani,NGA,NG010016,NG01,January,1997,0,0
Nigeria,Delta,Uvwie,NGA,NG010022,NG01,January,1997,0,0
Nigeria,Ebonyi,Izzi,NGA,NG011010,NG01,January,1997,0,0
Nigeria,Edo,Akoko Edo,NGA,NG012001,NG01,January,1997,0,0
Nigeria,Edo,Esan South East,NGA,NG012005,NG01,January,1997,0,0
Nigeria,Edo,Oredo,NGA,NG012012,NG01,January,1997,1,1
Nigeria,Edo,Ovia North East,NGA,NG012014,NG01,January,1997,0,0
Nigeria,Ekiti,Irepodun,NGA,NG013013,NG01,January,1997,0,0
Nigeria,Enugu,Nkanu West,NGA,NG014012,NG01,January,1997,0,0
Nigeria,Federal Capital Territory,Bwari,NGA,NG015003,NG01,January,1997,0,0
Nigeria,Gombe,Kaltungo,NGA,NG016007,NG01,January,1997,0,0
Nigeria,Imo,Ahiazu Mbaise,NGA,NG017002,NG01,January,1997,0,0
Nigeria,Imo,Ezinihitte Mbaise,NGA,NG017004,NG01,January,1997,0,0
Nigeria,Imo,Ideato North,NGA,NG017005,NG01,January,1997,0,0
Nigeria,Imo,Isu,NGA,NG017010,NG01,January,1997,0,0
Nigeria,Imo,Nkwerre,NGA,NG017014,NG01,January,1997,0,0
Nigeria,Imo,Orsu,NGA,NG017021,NG01,January,1997,0,0
Nigeria,Jigawa,Auyo,NGA,NG018001,NG01,January,1997,0,0
Nigeria,Jigawa,Babura,NGA,NG018002,NG01,January,1997,0,0
Nigeria,Jigawa,Buji,NGA,NG018005,NG01,January,1997,0,0
Nigeria,Jigawa,Guri,NGA,NG018010,NG01,January,1997,0,0
Nigeria,Jigawa,Kafin Hausa,NGA,NG018015,NG01,January,1997,0,0
Nigeria,Jigawa,Miga,NGA,NG018022,NG01,January,1997,0,0
Nigeria,Jigawa,Sule Takarkar,NGA,NG018025,NG01,January,1997,0,0
Nigeria,Kaduna,Kajuru,NGA,NG019014,NG01,January,1997,0,0
Nigeria,Kano,Bichi,NGA,NG020005,NG02,January,1997,0,0
Nigeria,Kano,Bunkure,NGA,NG020006,NG02,January,1997,0,0
Nigeria,Kano,Gezawa,NGA,NG020017,NG02,January,1997,0,0
Nigeria,Kano,Warawa,NGA,NG020043,NG02,January,1997,0,0
Nigeria,Katsina,Bakori,NGA,NG021001,NG02,January,1997,0,0
Nigeria,Katsina,Charanchi,NGA,NG021006,NG02,January,1997,0,0
Nigeria,Katsina,Rimi,NGA,NG021030,NG02,January,1997,0,0
Nigeria,Katsina,Sabuwa,NGA,NG021031,NG02,January,1997,0,0
Nigeria,Katsina,Sandamu,NGA,NG021033,NG02,January,1997,0,0
Nigeria,Kebbi,Arewa,NGA,NG022002,NG02,January,1997,0,0
Nigeria,Kebbi,Gwandu,NGA,NG022010,NG02,January,1997,0,0
Nigeria,Kebbi,Sakaba,NGA,NG022016,NG02,January,1997,0,0
Nigeria,Kogi,Adavi,NGA,NG023001,NG02,January,1997,0,0
Nigeria,Kogi,Igalamela,NGA,NG023008,NG02,January,1997,0,0
Nigeria,Kogi,Yagba East,NGA,NG023020,NG02,January,1997,0,0
Nigeria,Kwara,Baruten,NGA,NG024002,NG02,January,1997,0,0
Nigeria,Kwara,Edu,NGA,NG024003,NG02,January,1997,0,0
Nigeria,Kwara,Ifelodun,NGA,NG024005,NG02,January,1997,0,0
Nigeria,Kwara,Ilorin West,NGA,NG024008,NG02,January,1997,0,0
Nigeria,Lagos,Agege,NGA,NG025001,NG02,January,1997,0,0
Nigeria,Lagos,Apapa,NGA,NG025005,NG02,January,1997,0,0
Nigeria,Nassarawa,Doma,NGA,NG026003,NG02,January,1997,0,0
Nigeria,Nassarawa,Nasarawa,NGA,NG026009,NG02,January,1997,0,0
Nigeria,Nassarawa,Toto,NGA,NG026012,NG02,January,1997,0,0
Nigeria,Niger,Lapai,NGA,NG027012,NG02,January,1997,0,0
Nigeria,Niger,Mariga,NGA,NG027015,NG02,January,1997,0,0
Nigeria,Niger,Minna,NGA,NG027006,NG02,January,1997,0,0
Nigeria,Niger,Rafi,NGA,NG027020,NG02,January,1997,0,0
Nigeria,Niger,Tafa,NGA,NG027024,NG02,January,1997,0,0
Nigeria,Ogun,Remo North,NGA,NG028019,NG02,January,1997,1,0
Nigeria,Osun,Boripe,NGA,NG030006,NG03,January,1997,0,0
Nigeria,Osun,Ilesha East,NGA,NG030018,NG03,January,1997,0,0
Nigeria,Osun,Iwo,NGA,NG030023,NG03,January,1997,0,0
Nigeria,Osun,Oriade,NGA,NG030028,NG03,January,1997,0,0
Nigeria,Oyo,Oyo East,NGA,NG031029,NG03,January,1997,0,0
Nigeria,Oyo,Oyo West,NGA,NG031030,NG03,January,1997,0,0
Nigeria,Plateau,Jos East,NGA,NG032004,NG03,January,1997,0,0
Nigeria,Rivers,Asaritoru,NGA,NG033006,NG03,January,1997,0,0
Nigeria,Rivers,Ikwerre,NGA,NG033013,NG03,January,1997,0,0
Nigeria,Sokoto,Sokoto North,NGA,NG034016,NG03,January,1997,0,0
Nigeria,Sokoto,Tangaza,NGA,NG034019,NG03,January,1997,0,0
Nigeria,Taraba,Donga,NGA,NG035003,NG03,January,1997,0,0
Nigeria,Taraba,Gassol,NGA,NG035005,NG03,January,1997,0,0
Nigeria,Taraba,Wukari,NGA,NG035014,NG03,January,1997,0,0
Nigeria,Yobe,Potiskum,NGA,NG036014,NG03,January,1997,0,0
Nigeria,Adamawa,Michika,NGA,NG002013,NG00,January,1997,0,0
Nigeria,Adamawa,Mubi North,NGA,NG002014,NG00,January,1997,0,0
Nigeria,Adamawa,Mubi South,NGA,NG002015,NG00,January,1997,0,0
Nigeria,Adamawa,Yola-North,NGA,NG002021,NG00,January,1997,0,0
Nigeria,Akwa Ibom,Eastern Obolo,NGA,NG003002,NG00,January,1997,0,0
Nigeria,Akwa Ibom,Mbo,NGA,NG003017,NG00,January,1997,0,0
Nigeria,Akwa Ibom,Obat Akara,NGA,NG003022,NG00,January,1997,0,0
Nigeria,Anambra,Anambra East,NGA,NG004002,NG00,January,1997,0,0
Nigeria,Anambra,Onisha South,NGA,NG004018,NG00,January,1997,0,0
Nigeria,Bauchi,Ganjuwa,NGA,NG005008,NG00,January,1997,0,0
Nigeria,Bayelsa,Sagbama,NGA,NG006006,NG00,January,1997,0,0
Nigeria,Borno,Damboa,NGA,NG008007,NG00,January,1997,0,0
Nigeria,Borno,Gubio,NGA,NG008009,NG00,January,1997,0,0
Nigeria,Borno,Kala Balge,NGA,NG008015,NG00,January,1997,0,0
Nigeria,Borno,Mafa,NGA,NG008019,NG00,January,1997,0,0
Nigeria,Cross River,Abi,NGA,NG009001,NG00,January,1997,0,0
Nigeria,Cross River,Bekwara,NGA,NG009006,NG00,January,1997,0,0
Nigeria,Cross River,Biase,NGA,NG009007,NG00,January,1997,0,0
Nigeria,Cross River,Etung,NGA,NG009011,NG00,January,1997,0,0
Nigeria,Cross River,Obanliku,NGA,NG009013,NG00,January,1997,0,0
Nigeria,Delta,Ukwuani,NGA,NG010021,NG01,January,1997,0,0
Nigeria,Ebonyi,Ebonyi,NGA,NG011004,NG01,January,1997,0,0
Nigeria,Ebonyi,Ohaukwu,NGA,NG011012,NG01,January,1997,0,0
Nigeria,Ebonyi,Onicha,NGA,NG011013,NG01,January,1997,0,0
Nigeria,Edo,Egor,NGA,NG012002,NG01,January,1997,0,0
Nigeria,Edo,Etsako West,NGA,NG012009,NG01,January,1997,0,0
Nigeria,Ekiti,Aiyekire,NGA,NG013002,NG01,January,1997,0,0
Nigeria,Ekiti,Ise,NGA,NG013014,NG01,January,1997,0,0
Nigeria,Enugu,Igbo Eze North,NGA,NG014008,NG01,January,1997,0,0
Nigeria,Enugu,Oji River,NGA,NG014014,NG01,January,1997,0,0
Nigeria,Federal Capital Territory,Kuje,NGA,NG015005,NG01,January,1997,0,0
Nigeria,Federal Capital Territory,Kwali,NGA,NG015006,NG01,January,1997,0,0
Nigeria,Gombe,Balanga,NGA,NG016002,NG01,January,1997,0,0
Nigeria,Gombe,Shomgom,NGA,NG016010,NG01,January,1997,0,0
Nigeria,Gombe,Yamaltu,NGA,NG016011,NG01,January,1997,0,0
Nigeria,Imo,Aboh Mbaise,NGA,NG017001,NG01,January,1997,0,0
Nigeria,Imo,Nkwangele,NGA,NG017015,NG01,January,1997,0,0
Nigeria,Imo,Oru East,NGA,NG017022,NG01,January,1997,0,0
Nigeria,Jigawa,Gumel,NGA,NG018009,NG01,January,1997,0,0
Nigeria,Jigawa,Gwiwa,NGA,NG018012,NG01,January,1997,0,0
Nigeria,Jigawa,Kaugama,NGA,NG018016,NG01,January,1997,0,0
Nigeria,Jigawa,Kiri-Kasamma,NGA,NG018018,NG01,January,1997,0,0
Nigeria,Jigawa,Kiyawa,NGA,NG018019,NG01,January,1997,0,0
Nigeria,Jigawa,Malam Madori,NGA,NG018021,NG01,January,1997,0,0
Nigeria,Kaduna,Kudan,NGA,NG019016,NG01,January,1997,0,0
Nigeria,Kano,Ajingi,NGA,NG020001,NG02,January,1997,0,0
Nigeria,Kano,Danbatta,NGA,NG020008,NG02,January,1997,0,0
Nigeria,Kano,Kano Municipal,NGA,NG020021,NG02,January,1997,0,0
Nigeria,Kano,Madobi,NGA,NG020028,NG02,January,1997,0,0
Nigeria,Kano,Tudun Wada,NGA,NG020041,NG02,January,1997,0,0
Nigeria,Kano,Wudil,NGA,NG020044,NG02,January,1997,0,0
Nigeria,Katsina,Dutsinma,NGA,NG021012,NG02,January,1997,0,0
Nigeria,Katsina,Jibia,NGA,NG021016,NG02,January,1997,0,0
Nigeria,Katsina,Malumfashi,NGA,NG021025,NG02,January,1997,0,0
Nigeria,Katsina,Zango,NGA,NG021034,NG02,January,1997,0,0
Nigeria,Kebbi,Augie,NGA,NG022004,NG02,January,1997,0,0
Nigeria,Kebbi,Bunza,NGA,NG022007,NG02,January,1997,0,0
Nigeria,Kebbi,Fakai,NGA,NG022009,NG02,January,1997,0,0
Nigeria,Kebbi,Jega,NGA,NG022011,NG02,January,1997,0,0
Nigeria,Kebbi,Maiyama,NGA,NG022014,NG02,January,1997,0,0
Nigeria,Kebbi,Ngaski,NGA,NG022015,NG02,January,1997,0,0
Nigeria,Kebbi,Suru,NGA,NG022018,NG02,January,1997,0,0
Nigeria,Kebbi,Yauri,NGA,NG022020,NG02,January,1997,0,0
Nigeria,Kogi,Bassa,NGA,NG023004,NG02,January,1997,0,0
Nigeria,Kogi,Mopa-Muro,NGA,NG023013,NG02,January,1997,0,0
Nigeria,Kwara,Ilorin South,NGA,NG024007,NG02,January,1997,0,0
Nigeria,Kwara,Osin,NGA,NG024010,NG02,January,1997,0,0
Nigeria,Lagos,Ajeromi,NGA,NG025002,NG02,January,1997,0,0
Nigeria,Lagos,Alimosho,NGA,NG025003,NG02,January,1997,0,0
Nigeria,Lagos,Ibeju-Lekki,NGA,NG025009,NG02,January,1997,0,0
Nigeria,Lagos,Ikeja,NGA,NG025011,NG02,January,1997,0,0
Nigeria,Nassarawa,Awe,NGA,NG026002,NG02,January,1997,0,0
Nigeria,Nassarawa,Karu,NGA,NG026004,NG02,January,1997,0,0
Nigeria,Nassarawa,Obi,NGA,NG026011,NG02,January,1997,0,0
Nigeria,Niger,Gbako,NGA,NG027008,NG02,January,1997,0,0
Nigeria,Niger,Katcha,NGA,NG027010,NG02,January,1997,0,0
Nigeria,Niger,Kontagora,NGA,NG027011,NG02,January,1997,0,0
Nigeria,Niger,Mokwa,NGA,NG027017,NG02,January,1997,0,0
Nigeria,Ogun,Ijebu Ode,NGA,NG028010,NG02,January,1997,0,0
Nigeria,Ondo,Akoko North West,NGA,NG029002,NG02,January,1997,0,0
Nigeria,Ondo,Ose,NGA,NG029017,NG02,January,1997,0,0
Nigeria,Osun,Atakumosa East,NGA,NG030003,NG03,January,1997,0,0
Nigeria,Osun,Atakumosa West,NGA,NG030004,NG03,January,1997,0,0
Nigeria,Osun,Ifelodun,NGA,NG030016,NG03,January,1997,0,0
Nigeria,Oyo,Atiba,NGA,NG031003,NG03,January,1997,0,0
Nigeria,Oyo,Ibadan South East,NGA,NG031009,NG03,January,1997,0,0
Nigeria,Oyo,Ido,NGA,NG031014,NG03,January,1997,0,0
Nigeria,Oyo,Oluyole,NGA,NG031025,NG03,January,1997,0,0
Nigeria,Rivers,Khana,NGA,NG033014,NG03,January,1997,0,0
Nigeria,Rivers,Obua,NGA,NG033001,NG03,January,1997,0,0
Nigeria,Rivers,Okrika,NGA,NG033018,NG03,January,1997,0,0
Nigeria,Rivers,Oyigbo,NGA,NG033021,NG03,January,1997,0,0
Nigeria,Rivers,Tai,NGA,NG033023,NG03,January,1997,0,0
Nigeria,Sokoto,Dange-Shuni,NGA,NG034003,NG03,January,1997,0,0
Nigeria,Sokoto,Kebbe,NGA,NG034010,NG03,January,1997,0,0
Nigeria,Sokoto,Silame,NGA,NG034015,NG03,January,1997,0,0
Nigeria,Taraba,Bali,NGA,NG035002,NG03,January,1997,0,0
Nigeria,Taraba,Jalingo,NGA,NG035007,NG03,January,1997,0,0
Nigeria,Yobe,Gujba,NGA,NG036007,NG03,January,1997,0,0
Nigeria,Zamfara,Bukkuyum,NGA,NG037004,NG03,January,1997,0,0
Nigeria,Zamfara,Talata Mafara,NGA,NG037012,NG03,January,1997,0,0
Nigeria,Zamfara,Tsafe,NGA,NG037013,NG03,January,1997,0,0
Nigeria,Abia,Arochukwu,NGA,NG001003,NG00,January,1997,0,0
Nigeria,Abia,Ukwa West,NGA,NG001014,NG00,January,1997,0,0
Nigeria,Adamawa,Ganye,NGA,NG002003,NG00,January,1997,0,0
Nigeria,Adamawa,Girei,NGA,NG002005,NG00,January,1997,0,0
Nigeria,Adamawa,Guyuk,NGA,NG002006,NG00,January,1997,0,0
Nigeria,Adamawa,Song,NGA,NG002018,NG00,January,1997,0,0
Nigeria,Akwa Ibom,Essien Udim,NGA,NG003005,NG00,January,1997,0,0
Nigeria,Akwa Ibom,Ibesikpo Asutan,NGA,NG003009,NG00,January,1997,0,0
Nigeria,Akwa Ibom,Ibiono Ibom,NGA,NG003010,NG00,January,1997,0,0
Nigeria,Akwa Ibom,Ini,NGA,NG003015,NG00,January,1997,0,0
Nigeria,Akwa Ibom,Itu,NGA,NG003016,NG00,January,1997,0,0
Nigeria,Akwa Ibom,Uruan,NGA,NG003029,NG00,January,1997,0,0
Nigeria,Anambra,Aniocha,NGA,NG004004,NG00,January,1997,0,0
Nigeria,Anambra,Orumba South,NGA,NG004020,NG00,January,1997,0,0
Nigeria,Bauchi,Bauchi,NGA,NG005002,NG00,January,1997,0,0
Nigeria,Bauchi,Damban,NGA,NG005004,NG00,January,1997,0,0
Nigeria,Bauchi,Dass,NGA,NG005006,NG00,January,1997,0,0
Nigeria,Bauchi,Itas-Gadau,NGA,NG005010,NG00,January,1997,0,0
Nigeria,Bauchi,Katagum,NGA,NG005012,NG00,January,1997,0,0
Nigeria,Bauchi,Tafawa Balewa,NGA,NG005017,NG00,January,1997,0,0
Nigeria,Bauchi,Zaki,NGA,NG005020,NG00,January,1997,0,0
Nigeria,Bayelsa,Kolokuma,NGA,NG006003,NG00,January,1997,0,0
Nigeria,Benue,Konshisha,NGA,NG007010,NG00,January,1997,0,0
Nigeria,Benue,Otukpo,NGA,NG007019,NG00,January,1997,0,0
Nigeria,Benue,Tarka,NGA,NG007020,NG00,January,1997,0,0
Nigeria,Borno,Bayo,NGA,NG008004,NG00,January,1997,0,0
Nigeria,Borno,Chibok,NGA,NG008006,NG00,January,1997,0,0
Nigeria,Borno,Jere,NGA,NG008013,NG00,January,1997,0,0
Nigeria,Borno,Kukawa,NGA,NG008017,NG00,January,1997,0,0
Nigeria,Borno,Mobbar,NGA,NG008023,NG00,January,1997,0,0
Nigeria,Cross River,Boki,NGA,NG009008,NG00,January,1997,0,0
Nigeria,Delta,Isoko North,NGA,NG010009,NG01,January,1997,0,0
Nigeria,Delta,Oshimili North,NGA,NG010014,NG01,January,1997,0,0
Nigeria,Delta,Udu,NGA,NG010018,NG01,January,1997,0,0
Nigeria,Delta,Warri South,NGA,NG010024,NG01,January,1997,1,3
Nigeria,Ebonyi,Ezza South,NGA,NG011006,NG01,January,1997,0,0
Nigeria,Edo,Etsako East,NGA,NG012008,NG01,January,1997,0,0
Nigeria,Edo,Ikpoba Okha,NGA,NG012011,NG01,January,1997,0,0
Nigeria,Ekiti,Ekiti South West,NGA,NG013005,NG01,January,1997,0,0
Nigeria,Enugu,Enugu South,NGA,NG014005,NG01,January,1997,0,0
Nigeria,Enugu,Ezeagu,NGA,NG014006,NG01,January,1997,0,0
Nigeria,Enugu,Nsukka,NGA,NG014013,NG01,January,1997,0,0
Nigeria,Enugu,Udenu,NGA,NG014015,NG01,January,1997,0,0
Nigeria,Gombe,Billiri,NGA,NG016003,NG01,January,1997,0,0
Nigeria,Gombe,Kwami,NGA,NG016008,NG01,January,1997,0,0
Nigeria,Imo,Isiala Mbano,NGA,NG017009,NG01,January,1997,0,0
Nigeria,Imo,Ngor Okpala,NGA,NG017012,NG01,January,1997,0,0
Nigeria,Imo,Oguta,NGA,NG017017,NG01,January,1997,0,0
Nigeria,Jigawa,Gagarawa,NGA,NG018007,NG01,January,1997,0,0
Nigeria,Jigawa,Maigatari,NGA,NG018020,NG01,January,1997,0,0
Nigeria,Kaduna,Jaba,NGA,NG019006,NG01,January,1997,0,0
Nigeria,Kaduna,Kaura,NGA,NG019013,NG01,January,1997,0,0
Nigeria,Kaduna,Kauru,NGA,NG019012,NG01,January,1997,0,0
Nigeria,Kano,Dawakin Tofa,NGA,NG020010,NG02,January,1997,0,0
Nigeria,Kano,Gaya,NGA,NG020016,NG02,January,1997,0,0
Nigeria,Kano,Nassarawa,NGA,NG020031,NG02,January,1997,0,0
Nigeria,Kano,Rano,NGA,NG020032,NG02,January,1997,0,0
Nigeria,Kano,Takai,NGA,NG020037,NG02,January,1997,0,0
Nigeria,Kano,Tsanyawa,NGA,NG020040,NG02,January,1997,0,0
Nigeria,Katsina,Bindawa,NGA,NG021005,NG02,January,1997,0,0
Nigeria,Katsina,Faskari,NGA,NG021013,NG02,January,1997,0,0
Nigeria,Katsina,Kurfi,NGA,NG021022,NG02,January,1997,0,0
Nigeria,Katsina,Mashi,NGA,NG021027,NG02,January,1997,0,0
Nigeria,Kebbi,Dandi Kamba,NGA,NG022008,NG02,January,1997,0,0
Nigeria,Kebbi,Shanga,NGA,NG022017,NG02,January,1997,0,0
Nigeria,Kogi,Kabba,NGA,NG023010,NG02,January,1997,0,0
Nigeria,Kwara,Moro,NGA,NG024012,NG02,January,1997,0,0
Nigeria,Kwara,Offa,NGA,NG024013,NG02,January,1997,0,0
Nigeria,Nassarawa,Keffi,NGA,NG026006,NG02,January,1997,0,0
Nigeria,Niger,Gurara,NGA,NG027009,NG02,January,1997,0,0
Nigeria,Niger,Lavun,NGA,NG027013,NG02,January,1997,0,0
Nigeria,Niger,Mashegu,NGA,NG027016,NG02,January,1997,0,0
Nigeria,Niger,Rijau,NGA,NG027021,NG02,January,1997,0,0
Nigeria,Ogun,Abeokuta South,NGA,NG028002,NG02,January,1997,0,0
Nigeria,Ogun,Egbado North,NGA,NG028004,NG02,January,1997,0,0
Nigeria,Ogun,Ipokia,NGA,NG028014,NG02,January,1997,0,0
Nigeria,Ondo,Akoko South West,NGA,NG029004,NG02,January,1997,0,0
Nigeria,Ondo,Ese-Edo,NGA,NG029007,NG02,January,1997,0,0
Nigeria,Ondo,Idanre,NGA,NG029008,NG02,January,1997,0,0
Nigeria,Ondo,Ondo West,NGA,NG029016,NG02,January,1997,0,0
Nigeria,Osun,Ife Central,NGA,NG030011,NG03,January,1997,0,0
Nigeria,Osun,Ife North,NGA,NG030013,NG03,January,1997,0,0
Nigeria,Osun,Irepodun,NGA,NG030020,NG03,January,1997,0,0
Nigeria,Osun,Obokun,NGA,NG030024,NG03,January,1997,0,0
Nigeria,Osun,Odo-Otin,NGA,NG030025,NG03,January,1997,0,0
Nigeria,Oyo,Ibadan North,NGA,NG031006,NG03,January,1997,0,0
Nigeria,Oyo,Ibadan North West,NGA,NG031008,NG03,January,1997,0,0
Nigeria,Oyo,Ibarapa Central,NGA,NG031011,NG03,January,1997,0,0
Nigeria,Oyo,Lagelu,NGA,NG031020,NG03,January,1997,0,0
Nigeria,Oyo,Ogbomosho North,NGA,NG031021,NG03,January,1997,0,0
Nigeria,Oyo,Ogbomosho South,NGA,NG031022,NG03,January,1997,0,0
Nigeria,Oyo,Saki West,NGA,NG031032,NG03,January,1997,0,0
Nigeria,Plateau,Barkin Ladi,NGA,NG032001,NG03,January,1997,0,0
Nigeria,Plateau,Bokkos,NGA,NG032003,NG03,January,1997,0,0
Nigeria,Plateau,Kanke,NGA,NG032008,NG03,January,1997,0,0
Nigeria,Plateau,Langtang North,NGA,NG032009,NG03,January,1997,0,0
Nigeria,Plateau,Mangu,NGA,NG032011,NG03,January,1997,0,0
Nigeria,Plateau,Riyom,NGA,NG032015,NG03,January,1997,0,0
Nigeria,Rivers,Obio,NGA,NG033015,NG03,January,1997,0,0
Nigeria,Sokoto,Kware,NGA,NG034011,NG03,January,1997,0,0
Nigeria,Taraba,Ibi,NGA,NG035006,NG03,January,1997,0,0
Nigeria,Yobe,Fika,NGA,NG036004,NG03,January,1997,0,0
Nigeria,Zamfara,Gummi,NGA,NG037006,NG03,January,1997,0,0
Nigeria,Zamfara,Gusau,NGA,NG037007,NG03,January,1997,0,0
Nigeria,Zamfara,Maradun,NGA,NG037009,NG03,January,1997,0,0
Nigeria,Zamfara,Zurmi,NGA,NG037014,NG03,January,1997,0,0
Nigeria,Abia,Ikwuano,NGA,NG001005,NG00,January,1997,0,0
Nigeria,Abia,Isiala Ngwa North,NGA,NG001007,NG00,January,1997,0,0
Nigeria,Abia,Nneochi,NGA,NG001017,NG00,January,1997,0,0
Nigeria,Abia,Obioma Ngwa,NGA,NG001009,NG00,January,1997,0,0
Nigeria,Abia,Umuahia South,NGA,NG001016,NG00,January,1997,0,0
Nigeria,Adamawa,Jada,NGA,NG002008,NG00,January,1997,0,0
Nigeria,Adamawa,Numan,NGA,NG002016,NG00,January,1997,0,0
Nigeria,Adamawa,Toungo,NGA,NG002019,NG00,January,1997,0,0
Nigeria,Akwa Ibom,Abak,NGA,NG003001,NG00,January,1997,0,0
Nigeria,Akwa Ibom,Ika,NGA,NG003011,NG00,January,1997,0,0
Nigeria,Akwa Ibom,Ikono,NGA,NG003012,NG00,January,1997,0,0
Nigeria,Akwa Ibom,Mkpat Enin,NGA,NG003018,NG00,January,1997,0,0
Nigeria,Akwa Ibom,Udung Uko,NGA,NG003027,NG00,January,1997,0,0
Nigeria,Akwa Ibom,Ukanafun,NGA,NG003028,NG00,January,1997,0,0
Nigeria,Anambra,Dunukofia,NGA,NG004008,NG00,January,1997,0,0
Nigeria,Anambra,Ekwusigwo,NGA,NG004009,NG00,January,1997,0,0
Nigeria,Anambra,Njikoka,NGA,NG004013,NG00,January,1997,0,0
Nigeria,Anambra,Onisha North,NGA,NG004017,NG00,January,1997,0,0
Nigeria,Bauchi,Misau,NGA,NG005014,NG00,January,1997,0,0
Nigeria,Benue,Agatu,NGA,NG007002,NG00,January,1997,0,0
Nigeria,Benue,Apa,NGA,NG007003,NG00,January,1997,0,0
Nigeria,Benue,Gwer West,NGA,NG007008,NG00,January,1997,0,0
Nigeria,Benue,Obi,NGA,NG007014,NG00,January,1997,0,0
Nigeria,Cross River,Calabar Municipal,NGA,NG009010,NG00,January,1997,0,0
Nigeria,Delta,Ethiope West,NGA,NG010006,NG01,January,1997,0,0
Nigeria,Delta,Sapele,NGA,NG010017,NG01,January,1997,0,0
Nigeria,Ebonyi,Ezza North,NGA,NG011005,NG01,January,1997,0,0
Nigeria,Edo,Esan West,NGA,NG012006,NG01,January,1997,0,0
Nigeria,Ekiti,Ado Ekiti,NGA,NG013001,NG01,January,1997,0,0
Nigeria,Ekiti,Ekiti West,NGA,NG013006,NG01,January,1997,0,0
Nigeria,Ekiti,Ido-Osi,NGA,NG013008,NG01,January,1997,0,0
Nigeria,Enugu,Igbo Eze South,NGA,NG014009,NG01,January,1997,0,0
Nigeria,Gombe,Nafada,NGA,NG016009,NG01,January,1997,0,0
Nigeria,Imo,Oru West,NGA,NG017023,NG01,January,1997,0,0
Nigeria,Imo,Owerri West,NGA,NG017025,NG01,January,1997,0,0
Nigeria,Jigawa,Birnin Kudu,NGA,NG018004,NG01,January,1997,0,0
Nigeria,Jigawa,Birniwa,NGA,NG018003,NG01,January,1997,0,0
Nigeria,Jigawa,Gwaram,NGA,NG018011,NG01,January,1997,0,0
Nigeria,Kaduna,Kaduna South,NGA,NG019010,NG01,January,1997,0,0
Nigeria,Kaduna,Lere,NGA,NG019017,NG01,January,1997,0,0
Nigeria,Kaduna,Makarfi,NGA,NG019018,NG01,January,1997,0,0
Nigeria,Kaduna,Sanga,NGA,NG019020,NG01,January,1997,0,0
Nigeria,Kaduna,Soba,NGA,NG019021,NG01,January,1997,0,0
Nigeria,Kano,Bagwai,NGA,NG020003,NG02,January,1997,0,0
Nigeria,Kano,Bebeji,NGA,NG020004,NG02,January,1997,0,0
Nigeria,Kano,Garko,NGA,NG020014,NG02,January,1997,0,0
Nigeria,Kano,Gwarzo,NGA,NG020019,NG02,January,1997,0,0
